,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,alcohol,quality,good_wine
1396,8.7,0.675,0.1,0.09,11.0,0.99745,0.65,9.55,5,0
1397,7.3,0.59,0.26,0.08,104.0,0.99584,0.52,9.9,5,0
1398,7.0,0.6,0.12,0.083,28.0,0.9966,0.62,10.2,7,1
1399,7.2,0.67,0.0,0.068,24.0,0.9956,0.72,11.1,6,1
1400,7.9,0.69,0.21,0.08,141.0,0.9962,0.51,9.9,5,0
1401,7.9,0.69,0.21,0.08,141.0,0.9962,0.51,9.9,5,0
1402,7.6,0.3,0.42,0.052000000000000005,24.0,0.9963,0.82,11.9,6,1
1403,7.2,0.33,0.33,0.061,13.0,0.996,1.1,10.0,8,1
1404,8.0,0.5,0.39,0.08199999999999999,46.0,0.9985,0.62,10.7,6,1
1405,7.7,0.28,0.3,0.062,34.0,0.9952,0.9,11.3,7,1
1406,8.2,0.24,0.34,0.062,22.0,0.9974,0.94,10.9,6,1
1407,6.0,0.51,0.0,0.064,54.0,0.995,0.93,10.7,6,1
1408,8.1,0.29,0.36,0.048,53.0,0.995,1.01,12.4,7,1
1409,6.0,0.51,0.0,0.064,54.0,0.995,0.93,10.7,6,1
1410,6.6,0.96,0.0,0.08199999999999999,16.0,0.9936,0.44,11.9,6,1
1411,6.4,0.47,0.4,0.071,19.0,0.9963,0.73,10.6,6,1
1412,8.2,0.24,0.34,0.062,22.0,0.9974,0.94,10.9,6,1
1413,9.9,0.57,0.25,0.104,89.0,0.9963,0.9,10.1,5,0
1414,10.0,0.32,0.59,0.077,15.0,0.9994,0.78,9.6,5,0
1415,6.2,0.58,0.0,0.065,18.0,0.9966,0.84,9.4,5,0
1416,10.0,0.32,0.59,0.077,15.0,0.9994,0.78,9.6,5,0
1417,7.3,0.34,0.33,0.064,37.0,0.9952,0.77,12.1,7,1
1418,7.8,0.53,0.01,0.077,19.0,0.995,0.46,9.8,5,0
1419,7.7,0.64,0.21,0.077,133.0,0.9956,0.45,9.9,5,0
1420,7.8,0.53,0.01,0.077,19.0,0.995,0.46,9.8,5,0
1421,7.5,0.4,0.18,0.079,58.0,0.9965,0.58,9.4,5,0
1422,7.0,0.54,0.0,0.079,55.0,0.9956,0.84,11.4,6,1
1423,6.4,0.53,0.09,0.123,31.0,0.9968,0.67,11.0,4,0
1424,8.3,0.26,0.37,0.076,23.0,0.9974,0.7,9.6,6,1
1425,8.3,0.26,0.37,0.076,23.0,0.9974,0.7,9.6,6,1
1426,7.7,0.23,0.37,0.046,60.0,0.9971,0.71,12.1,6,1
1427,7.6,0.41,0.33,0.078,23.0,0.9957,0.58,11.2,5,0
1428,7.8,0.64,0.0,0.07200000000000001,55.0,0.9962,0.63,11.0,5,0
1429,7.9,0.18,0.4,0.049,67.0,0.996,0.93,11.3,5,0
1430,7.4,0.41,0.24,0.066,47.0,0.9956,0.62,10.4,5,0
1431,7.6,0.43,0.31,0.069,74.0,0.9958,0.54,9.9,6,1
1432,5.9,0.44,0.0,0.042,11.0,0.9944,0.85,11.7,6,1
1433,6.1,0.4,0.16,0.069,25.0,0.9955,0.74,10.1,7,1
1434,10.2,0.54,0.37,0.214,95.0,1.00369,0.77,9.0,6,1
1435,10.2,0.54,0.37,0.214,95.0,1.00369,0.77,9.0,6,1
1436,10.0,0.38,0.38,0.16899999999999998,90.0,0.99914,0.65,8.5,5,0
1437,6.8,0.915,0.29,0.07,39.0,0.99577,0.54,11.1,5,0
1438,7.0,0.59,0.0,0.052000000000000005,8.0,0.996,0.47,10.3,5,0
1439,7.3,0.67,0.02,0.07200000000000001,92.0,0.99566,0.68,11.066666666666698,6,1
1440,7.2,0.37,0.32,0.062,28.0,0.9947,0.73,11.3,7,1
1441,7.4,0.785,0.19,0.094,98.0,0.99713,0.52,9.56666666666667,6,1
1442,6.9,0.63,0.02,0.078,30.0,0.99712,0.75,9.8,5,0
1443,6.9,0.58,0.2,0.058,22.0,0.99322,0.49,11.7,5,0
1444,7.3,0.67,0.02,0.07200000000000001,92.0,0.99566,0.68,11.1,6,1
1445,7.4,0.785,0.19,0.094,98.0,0.99713,0.52,9.6,6,1
1446,6.9,0.63,0.02,0.078,30.0,0.99712,0.75,9.8,5,0
1447,6.8,0.67,0.0,0.08,39.0,0.99701,0.74,9.7,5,0
1448,6.9,0.58,0.01,0.08,54.0,0.99683,0.73,9.7,5,0
1449,7.2,0.38,0.31,0.056,29.0,0.99472,0.76,11.3,8,1
1450,7.2,0.37,0.32,0.062,28.0,0.9947,0.73,11.3,7,1
1451,7.8,0.32,0.44,0.104,17.0,0.99732,0.78,11.0,7,1
1452,6.6,0.58,0.02,0.062,53.0,0.99374,0.76,11.6,7,1
1453,7.6,0.49,0.33,0.07400000000000001,85.0,0.99706,0.58,9.0,5,0
1454,11.7,0.45,0.63,0.073,23.0,0.99974,0.69,10.9,6,1
1455,6.5,0.9,0.0,0.052000000000000005,17.0,0.99467,0.63,10.9,6,1
1456,6.0,0.54,0.06,0.05,89.0,0.99236,0.5,10.55,6,1
1457,7.6,0.49,0.33,0.07400000000000001,85.0,0.99706,0.58,9.0,5,0
1458,8.4,0.29,0.4,0.067,20.0,0.99603,0.6,10.5,5,0
1459,7.9,0.2,0.35,0.054000000000000006,15.0,0.99458,0.8,11.9,7,1
1460,6.4,0.42,0.09,0.054000000000000006,64.0,0.99724,0.68,10.4,6,1
1461,6.2,0.785,0.0,0.06,13.0,0.99664,0.61,10.0,4,0
1462,6.8,0.64,0.03,0.075,31.0,0.99545,0.58,10.4,6,1
1463,6.9,0.63,0.01,0.076,39.0,0.99522,0.53,10.8,6,1
1464,6.8,0.59,0.1,0.063,53.0,0.9958,0.67,9.7,5,0
1465,6.8,0.59,0.1,0.063,53.0,0.9958,0.67,9.7,5,0
1466,7.3,0.48,0.32,0.062,54.0,0.99728,0.65,10.0,7,1
1467,6.7,1.04,0.08,0.067,32.0,0.99648,0.57,11.0,4,0
1468,7.3,0.48,0.32,0.062,54.0,0.99728,0.65,10.0,7,1
1469,7.3,0.98,0.05,0.061,49.0,0.99705,0.55,9.7,3,0
1470,10.0,0.69,0.11,0.084,24.0,0.99578,0.47,9.7,5,0
1471,6.7,0.7,0.08,0.067,16.0,0.99334,0.52,12.6,5,0
1472,7.6,0.35,0.6,0.073,44.0,0.99656,0.79,11.1,6,1
1473,6.1,0.6,0.08,0.071,45.0,0.99336,0.54,11.0,5,0
1474,9.9,0.5,0.5,0.205,82.0,1.00242,0.75,8.8,5,0
1475,5.3,0.47,0.11,0.048,89.0,0.99182,0.88,13.566666666666698,7,1
1476,9.9,0.5,0.5,0.205,82.0,1.00242,0.75,8.8,5,0
1477,5.3,0.47,0.11,0.048,89.0,0.99182,0.88,13.6,7,1
1478,7.1,0.875,0.05,0.08199999999999999,14.0,0.99808,0.52,10.2,3,0
1479,8.2,0.28,0.6,0.104,22.0,0.99828,0.68,10.6,5,0
1480,5.6,0.62,0.03,0.08,13.0,0.99498,0.62,10.1,4,0
1481,8.2,0.28,0.6,0.104,22.0,0.99828,0.68,10.6,5,0
1482,7.2,0.58,0.54,0.114,9.0,0.99719,0.57,10.3,4,0
1483,8.1,0.33,0.44,0.042,12.0,0.99542,0.61,10.7,5,0
1484,6.8,0.91,0.06,0.06,11.0,0.99592,0.64,10.9,4,0
1485,7.0,0.655,0.16,0.07400000000000001,25.0,0.99606,0.55,9.7,5,0
1486,6.8,0.68,0.21,0.07,23.0,0.99546,0.6,10.3,5,0
1487,6.0,0.64,0.05,0.066,17.0,0.99496,0.78,10.6,5,0
1488,5.6,0.54,0.04,0.049,13.0,0.9942,0.58,11.4,5,0
1489,6.2,0.57,0.1,0.048,11.0,0.99448,0.76,10.8,6,1
1490,7.1,0.22,0.49,0.039,18.0,0.99344,0.56,12.4,6,1
1491,5.6,0.54,0.04,0.049,13.0,0.9942,0.58,11.4,5,0
1492,6.2,0.65,0.06,0.05,18.0,0.99348,0.54,11.95,5,0
1493,7.7,0.54,0.26,0.08900000000000001,147.0,0.99636,0.59,9.7,5,0
1494,6.4,0.31,0.09,0.066,28.0,0.99459,0.7,10.0,7,1
1495,7.0,0.43,0.02,0.08,28.0,0.99492,0.81,10.6,6,1
1496,7.7,0.54,0.26,0.08900000000000001,147.0,0.99636,0.59,9.7,5,0
1497,6.9,0.74,0.03,0.054000000000000006,16.0,0.99508,0.63,11.5,6,1
1498,6.6,0.895,0.04,0.068,13.0,0.99582,0.58,10.8,6,1
1499,6.9,0.74,0.03,0.054000000000000006,16.0,0.99508,0.63,11.5,6,1
1500,7.5,0.725,0.04,0.076,15.0,0.99508,0.53,9.6,5,0
1501,7.8,0.82,0.29,0.083,64.0,0.99642,0.53,9.4,5,0
1502,7.3,0.585,0.18,0.078,60.0,0.99638,0.54,9.8,5,0
1503,6.2,0.44,0.39,0.077,14.0,0.99555,0.69,11.0,6,1
1504,7.5,0.38,0.57,0.106,12.0,0.99605,0.55,11.4,6,1
1505,6.7,0.76,0.02,0.078,12.0,0.996,0.63,9.95,3,0
1506,6.8,0.81,0.05,0.07,14.0,0.99562,0.66,10.8,6,1
1507,7.5,0.38,0.57,0.106,12.0,0.99605,0.55,11.4,6,1
1508,7.1,0.27,0.6,0.07400000000000001,25.0,0.99814,0.72,10.6,6,1
1509,7.9,0.18,0.4,0.062,20.0,0.9941,0.7,11.1,5,0
1510,6.4,0.36,0.21,0.047,48.0,0.99661,0.77,9.7,6,1
1511,7.1,0.69,0.04,0.068,27.0,0.99712,0.67,9.8,5,0
1512,6.4,0.79,0.04,0.061,17.0,0.99588,0.65,10.4,6,1
1513,6.4,0.56,0.15,0.078,65.0,0.99294,0.6,10.5,6,1
1514,6.9,0.84,0.21,0.07400000000000001,65.0,0.99842,0.72,9.23333333333333,6,1
1515,6.9,0.84,0.21,0.07400000000000001,65.0,0.99842,0.72,9.25,6,1
1516,6.1,0.32,0.25,0.071,58.0,0.99633,0.97,10.6,5,0
1517,6.5,0.53,0.06,0.063,44.0,0.99489,0.83,10.3,6,1
1518,7.4,0.47,0.46,0.114,20.0,0.99647,0.63,10.5,5,0
1519,6.6,0.7,0.08,0.106,27.0,0.99665,0.58,10.2,5,0
1520,6.5,0.53,0.06,0.063,44.0,0.99489,0.83,10.3,6,1
1521,6.9,0.48,0.2,0.08199999999999999,23.0,0.99585,0.43,9.05,4,0
1522,6.1,0.32,0.25,0.071,58.0,0.99633,0.97,10.6,5,0
1523,6.8,0.48,0.25,0.076,61.0,0.9953,0.6,10.4,5,0
1524,6.0,0.42,0.19,0.075,47.0,0.99522,0.78,10.0,6,1
1525,6.7,0.48,0.08,0.064,34.0,0.99552,0.64,9.7,5,0
1526,6.8,0.47,0.08,0.064,38.0,0.99553,0.65,9.6,6,1
1527,7.1,0.53,0.07,0.071,24.0,0.9951,0.66,10.8,6,1
1528,7.9,0.29,0.49,0.096,59.0,0.99714,0.67,10.1,6,1
1529,7.1,0.69,0.08,0.063,52.0,0.99608,0.6,10.2,6,1
1530,6.6,0.44,0.09,0.063,18.0,0.99444,0.69,11.3,6,1
1531,6.1,0.705,0.1,0.081,28.0,0.99631,0.66,10.2,5,0
1532,7.2,0.53,0.13,0.058,22.0,0.99573,0.68,9.9,6,1
1533,8.0,0.39,0.3,0.07400000000000001,84.0,0.99717,0.61,9.0,5,0
1534,6.6,0.56,0.14,0.064,29.0,0.99397,0.62,11.7,7,1
1535,7.0,0.55,0.13,0.075,35.0,0.9959,0.59,9.7,6,1
1536,6.1,0.53,0.08,0.077,45.0,0.99528,0.68,10.3,6,1
1537,5.4,0.58,0.08,0.059,31.0,0.99484,0.64,10.2,6,1
1538,6.2,0.64,0.09,0.081,26.0,0.99538,0.63,12.0,5,0
1539,7.2,0.39,0.32,0.065,60.0,0.99714,0.78,9.9,5,0
1540,6.2,0.52,0.08,0.071,32.0,0.99646,0.63,11.6,6,1
1541,7.4,0.25,0.29,0.054000000000000006,49.0,0.99666,0.76,10.9,7,1
1542,6.7,0.855,0.02,0.064,38.0,0.99472,0.56,10.75,6,1
1543,11.1,0.44,0.42,0.064,19.0,0.99758,0.57,10.4,6,1
1544,8.4,0.37,0.43,0.063,19.0,0.9955,0.81,11.2,7,1
1545,6.5,0.63,0.33,0.059,28.0,0.99531,0.64,10.1,6,1
1546,7.0,0.57,0.02,0.07200000000000001,26.0,0.99575,0.61,10.2,5,0
1547,6.3,0.6,0.1,0.048,26.0,0.99306,0.51,12.1,5,0
1548,11.2,0.4,0.5,0.099,50.0,0.99783,0.58,10.4,5,0
1549,7.4,0.36,0.3,0.07400000000000001,24.0,0.99419,0.7,11.4,8,1
1550,7.1,0.68,0.0,0.087,26.0,0.99783,0.53,9.5,5,0
1551,7.1,0.67,0.0,0.083,27.0,0.99768,0.54,9.4,5,0
1552,6.3,0.68,0.01,0.103,54.0,0.99586,0.66,11.3,6,1
1553,7.3,0.735,0.0,0.08,28.0,0.99765,0.6,9.4,5,0
1554,6.6,0.855,0.02,0.062,23.0,0.99627,0.6,11.0,6,1
1555,7.0,0.56,0.17,0.065,24.0,0.99514,0.68,10.55,7,1
1556,6.6,0.88,0.04,0.066,20.0,0.99636,0.56,9.9,5,0
1557,6.6,0.855,0.02,0.062,23.0,0.99627,0.6,11.0,6,1
1558,6.9,0.63,0.33,0.235,115.0,0.99787,0.56,9.5,5,0
1559,7.8,0.6,0.26,0.08,131.0,0.99622,0.52,9.9,5,0
1560,7.8,0.6,0.26,0.08,131.0,0.99622,0.52,9.9,5,0
1561,7.8,0.6,0.26,0.08,131.0,0.99622,0.52,9.9,5,0
1562,7.2,0.695,0.13,0.076,20.0,0.99546,0.54,10.1,5,0
1563,7.2,0.695,0.13,0.076,20.0,0.99546,0.54,10.1,5,0
1564,7.2,0.695,0.13,0.076,20.0,0.99546,0.54,10.1,5,0
1565,6.7,0.67,0.02,0.061,42.0,0.99489,0.82,10.9,6,1
1566,6.7,0.16,0.64,0.059,52.0,0.99494,0.71,11.2,6,1
1567,7.2,0.695,0.13,0.076,20.0,0.99546,0.54,10.1,5,0
1568,7.0,0.56,0.13,0.077,42.0,0.99629,0.59,9.2,5,0
1569,6.2,0.51,0.14,0.056,34.0,0.99396,0.57,11.5,6,1
1570,6.4,0.36,0.53,0.23,35.0,0.9934,0.93,12.4,6,1
1571,6.4,0.38,0.14,0.038,25.0,0.99514,0.65,11.1,6,1
1572,7.3,0.69,0.32,0.069,104.0,0.99632,0.51,9.5,5,0
1573,6.0,0.58,0.2,0.075,50.0,0.99467,0.67,12.5,6,1
1574,5.6,0.31,0.78,0.07400000000000001,92.0,0.99677,0.48,10.5,6,1
1575,7.5,0.52,0.4,0.06,20.0,0.99474,0.64,11.8,6,1
1576,8.0,0.3,0.63,0.081,29.0,0.99588,0.78,10.8,6,1
1577,6.2,0.7,0.15,0.076,27.0,0.99622,0.6,11.9,6,1
1578,6.8,0.67,0.15,0.118,20.0,0.9954,0.67,11.3,6,1
1579,6.2,0.56,0.09,0.053,32.0,0.99402,0.6,11.3,5,0
1580,7.4,0.35,0.33,0.068,26.0,0.9947,0.6,11.9,6,1
1581,6.2,0.56,0.09,0.053,32.0,0.99402,0.6,11.3,5,0
1582,6.1,0.715,0.1,0.053,27.0,0.99362,0.5,11.9,5,0
1583,6.2,0.46,0.29,0.07400000000000001,98.0,0.99578,0.62,9.8,5,0
1584,6.7,0.32,0.44,0.061,34.0,0.99484,0.8,11.6,7,1
1585,7.2,0.39,0.44,0.066,48.0,0.99494,0.84,11.5,6,1
1586,7.5,0.31,0.41,0.065,60.0,0.99492,0.85,11.4,6,1
1587,5.8,0.61,0.11,0.066,28.0,0.99483,0.66,10.9,6,1
1588,7.2,0.66,0.33,0.068,102.0,0.99414,0.78,12.8,6,1
1589,6.6,0.725,0.2,0.073,79.0,0.9977,0.54,9.2,5,0
1590,6.3,0.55,0.15,0.077,35.0,0.99314,0.82,11.6,6,1
1591,5.4,0.74,0.09,0.08900000000000001,26.0,0.99402,0.56,11.6,6,1
1592,6.3,0.51,0.13,0.076,40.0,0.99574,0.75,11.0,6,1
1593,6.8,0.62,0.08,0.068,38.0,0.99651,0.82,9.5,6,1
1594,6.2,0.6,0.08,0.09,44.0,0.9949,0.58,10.5,5,0
1595,5.9,0.55,0.1,0.062,51.0,0.99512,0.76,11.2,6,1
1596,6.3,0.51,0.13,0.076,40.0,0.99574,0.75,11.0,6,1
1597,5.9,0.645,0.12,0.075,44.0,0.99547,0.71,10.2,5,0
1598,6.0,0.31,0.47,0.067,42.0,0.99549,0.66,11.0,6,1
